EBM-Ziffer;EBM_Bezeichnung;Punktzahl;EBM_Betrag;Waehrung;Zusatzkennzeichen;gueltigab;gueltigbis;geaendert
"36103";"Dermatochirurgischer Eingriff der Kategorie A3";"1254";"0";"";"";"20131001";"99991231";"20131001"
"36104";"Dermatochirurgischer Eingriff der Kategorie A4";"1940";"0";"";"";"20131001";"99991231";"20131001"
"36105";"Dermatochirurgischer Eingriff der Kategorie A5";"2958";"0";"";"";"20131001";"99991231";"20131001"
"36106";"Dermatochirurgischer Eingriff der Kategorie A6";"3872";"0";"";"";"20131001";"99991231";"20131001"
"36107";"Dermatochirurgischer Eingriff der Kategorie A7";"4192";"0";"";"";"20131001";"99991231";"20131001"
"36108";"Zuschlag zu den Gebührenordnungspositionen 36101 bis 36107";"313";"0";"";"";"20131001";"99991231";"20131001"
"36111";"Eingriff an der Brustdrüse der Kategorie B1";"506";"0";"";"";"20131001";"99991231";"20131001"
"36112";"Eingriff an der Brustdrüse der Kategorie B2";"928";"0";"";"";"20131001";"99991231";"20131001"
"36113";"Eingriff an der Brustdrüse der Kategorie B3";"1512";"0";"";"";"20131001";"99991231";"20131001"
"36114";"Eingriff an der Brustdrüse der Kategorie B4";"2385";"0";"";"";"20131001";"99991231";"20131001"
"36115";"Eingriff an der Brustdrüse der Kategorie B5";"3457";"0";"";"";"20131001";"99991231";"20131001"
"36116";"Eingriff an der Brustdrüse der Kategorie B6";"4769";"0";"";"";"20131001";"99991231";"20131001"
"36117";"Eingriff an der Brustdrüse der Kategorie B7";"5243";"0";"";"";"20131001";"99991231";"20131001"
"36118";"Zuschlag zu den Gebührenordnungspositionen 36111 bis 36117";"453";"0";"";"";"20131001";"99991231";"20131001"
"36121";"Eingriff an den Weichteilen der Kategorie C1";"506";"0";"";"";"20131001";"99991231";"20131001"
"36122";"Eingriff an den Weichteilen der Kategorie C2";"923";"0";"";"";"20131001";"99991231";"20131001"
"36123";"Eingriff an den Weichteilen der Kategorie C3";"1468";"0";"";"";"20131001";"99991231";"20131001"
"36124";"Eingriff an den Weichteilen der Kategorie C4";"2311";"0";"";"";"20131001";"99991231";"20131001"
"36125";"Eingriff an den Weichteilen der Kategorie C5";"3158";"0";"";"";"20131001";"99991231";"20131001"
"36126";"Eingriff an den Weichteilen der Kategorie C6";"4219";"0";"";"";"20131001";"99991231";"20131001"
"36127";"Eingriff an den Weichteilen der Kategorie C7";"5294";"0";"";"";"20131001";"99991231";"20131001"
"36128";"Zuschlag zu den Gebührenordnungspositionen 36121 bis 36126 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36127";"401";"0";"";"";"20131001";"99991231";"20131001"
"36131";"Eingriff an Knochen und Gelenken der Kategorie D1";"612";"0";"";"";"20131001";"99991231";"20131001"
"36132";"Eingriff an Knochen und Gelenken der Kategorie D2";"1179";"0";"";"";"20131001";"99991231";"20131001"
"36133";"Eingriff an Knochen und Gelenken der Kategorie D3";"1804";"0";"";"";"20131001";"99991231";"20131001"
"36134";"Eingriff an Knochen und Gelenken der Kategorie D4";"2737";"0";"";"";"20131001";"99991231";"20131001"
"36135";"Eingriff an Knochen und Gelenken der Kategorie D5";"4523";"0";"";"";"20131001";"99991231";"20131001"
"36136";"Eingriff an Knochen und Gelenken der Kategorie D6";"5685";"0";"";"";"20131001";"99991231";"20131001"
"36137";"Eingriff an Knochen und Gelenken der Kategorie D7";"6279";"0";"";"";"20131001";"99991231";"20131001"
"36138";"Zuschlag zu den Gebührenordnungspositionen 36131 bis 36137";"449";"0";"";"";"20131001";"99991231";"20131001"
"36141";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E1";"751";"0";"";"";"20131001";"99991231";"20131001"
"36142";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E2";"1169";"0";"";"";"20131001";"99991231";"20131001"
"36143";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E3";"1752";"0";"";"";"20131001";"99991231";"20131001"
"36144";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E4";"2820";"0";"";"";"20131001";"99991231";"20131001"
"36145";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E5";"4069";"0";"";"";"20131001";"99991231";"20131001"
"36146";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E6";"5345";"0";"";"";"20131001";"99991231";"20131001"
"36147";"Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E7";"5761";"0";"";"";"20131001";"99991231";"20131001"
"36148";"Zuschlag zu den Gebührenordnungspositionen 36141 bis 36147";"484";"0";"";"";"20131001";"99991231";"20131001"
"36151";"Visceralchirurgischer Eingriff der Kategorie F1";"534";"0";"";"";"20131001";"99991231";"20131001"
"36152";"Visceralchirurgischer Eingriff der Kategorie F2";"992";"0";"";"";"20131001";"99991231";"20131001"
"36153";"Visceralchirurgischer Eingriff der Kategorie F3";"1517";"0";"";"";"20131001";"99991231";"20131001"
"36154";"Visceralchirurgischer Eingriff der Kategorie F4";"2230";"0";"";"";"20131001";"99991231";"20131001"
"36155";"Visceralchirurgischer Eingriff der Kategorie F5";"3047";"0";"";"";"20131001";"99991231";"20131001"
"36156";"Visceralchirurgischer Eingriff der Kategorie F6";"4406";"0";"";"";"20131001";"99991231";"20131001"
"36157";"Visceralchirurgischer Eingriff der Kategorie F7";"5131";"0";"";"";"20131001";"99991231";"20131001"
"36158";"Zuschlag zu den Gebührenordnungspositionen 36151 bis 36157";"408";"0";"";"";"20131001";"99991231";"20131001"
"36161";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G1";"580";"0";"";"";"20131001";"99991231";"20131001"
"36162";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G2";"904";"0";"";"";"20131001";"99991231";"20131001"
"36163";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G3";"1630";"0";"";"";"20131001";"99991231";"20131001"
"36164";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G4";"2516";"0";"";"";"20131001";"99991231";"20131001"
"36165";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G5";"3374";"0";"";"";"20131001";"99991231";"20131001"
"36166";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G6";"5007";"0";"";"";"20131001";"99991231";"20131001"
"36167";"Endoskopischer Visceralchirurgischer Eingriff der Kategorie G7";"5391";"0";"";"";"20131001";"99991231";"20131001"
"36168";"Zuschlag zu den Gebührenordnungspositionen 36161 bis 36167";"486";"0";"";"";"20131001";"99991231";"20131001"
"36171";"Proktologischer Eingriff der Kategorie H1";"615";"0";"";"";"20131001";"99991231";"20131001"
"36172";"Proktologischer Eingriff der Kategorie H2";"930";"0";"";"";"20131001";"99991231";"20131001"
"36173";"Proktologischer Eingriff der Kategorie H3";"1321";"0";"";"";"20131001";"99991231";"20131001"
"36174";"Proktologischer Eingriff der Kategorie H4";"1993";"0";"";"";"20131001";"99991231";"20131001"
"36175";"Proktologischer Eingriff der Kategorie H5";"2820";"0";"";"";"20131001";"99991231";"20131001"
"36176";"Proktologischer Eingriff der Kategorie H6";"4010";"0";"";"";"20131001";"99991231";"20131001"
"36177";"Proktologischer Eingriff der Kategorie H7";"5235";"0";"";"";"20131001";"99991231";"20131001"
"36178";"Zuschlag zu den Gebührenordnungspositionen 36171 bis 36177";"483";"0";"";"";"20131001";"99991231";"20131001"
"36191";"Thoraxchirurgischer Eingriff der Kategorie J1";"918";"0";"";"";"20131001";"99991231";"20131001"
"36192";"Thoraxchirurgischer Eingriff der Kategorie J2";"1464";"0";"";"";"20131001";"99991231";"20131001"
"36193";"Thoraxchirurgischer Eingriff der Kategorie J3";"1968";"0";"";"";"20131001";"99991231";"20131001"
"36194";"Thoraxchirurgischer Eingriff der Kategorie J4";"2836";"0";"";"";"20131001";"99991231";"20131001"
"36195";"Thoraxchirurgischer Eingriff der Kategorie J5";"4095";"0";"";"";"20131001";"99991231";"20131001"
"36196";"Thoraxchirurgischer Eingriff der Kategorie J6";"5174";"0";"";"";"20131001";"99991231";"20131001"
"36197";"Thoraxchirurgischer Eingriff der Kategorie J7";"5847";"0";"";"";"20131001";"99991231";"20131001"
"36198";"Zuschlag zu den Gebührenordnungspostitionen 36191 bis 36197";"520";"0";"";"";"20131001";"99991231";"20131001"
"36201";"Eingriff am Gefäßsystem der Kategorie K1";"642";"0";"";"";"20131001";"99991231";"20131001"
"36202";"Eingriff am Gefäßsystem der Kategorie K2";"1001";"0";"";"";"20131001";"99991231";"20131001"
"36203";"Eingriff am Gefäßsystem der Kategorie K3";"1388";"0";"";"";"20131001";"99991231";"20131001"
"36204";"Eingriff am Gefäßsystem der Kategorie K4";"2242";"0";"";"";"20131001";"99991231";"20131001"
"36205";"Eingriff am Gefäßsystem der Kategorie K5";"3170";"0";"";"";"20131001";"99991231";"20131001"
"36206";"Eingriff am Gefäßsystem der Kategorie K6";"4530";"0";"";"";"20131001";"99991231";"20131001"
"36207";"Eingriff am Gefäßsystem der Kategorie K7";"5260";"0";"";"";"20131001";"99991231";"20131001"
"36208";"Zuschlag zu den Gebührenordnungspositionen 36201 bis 36207";"347";"0";"";"";"20131001";"99991231";"20131001"
"36211";"Eingriffe der Kategorie L1";"760";"0";"";"";"20131001";"20190331";"20190625"
"36211";"Eingriff der Kategorie L1";"760";"0";"";"";"20190401";"99991231";"20190625"
"36212";"Eingriff der Kategorie L2";"1112";"0";"";"";"20190401";"99991231";"20190625"
"36212";"Eingriffe der Kategorie L2";"1112";"0";"";"";"20131001";"20190331";"20190625"
"36213";"Eingriffe der Kategorie L3";"1528";"0";"";"";"20131001";"20190331";"20190625"
"36213";"Eingriff der Kategorie L3";"1528";"0";"";"";"20190401";"99991231";"20190625"
"36214";"Eingriff der Kategorie L4";"2249";"0";"";"";"20190401";"99991231";"20190625"
"36214";"Eingriffe der Kategorie L4";"2249";"0";"";"";"20131001";"20190331";"20190625"
"36215";"Eingriffe der Kategorie L5";"3476";"0";"";"";"20131001";"20190331";"20190625"
"36215";"Eingriff der Kategorie L5";"3476";"0";"";"";"20190401";"99991231";"20190625"
"36216";"Eingriff der Kategorie L6";"4408";"0";"";"";"20190401";"99991231";"20190625"
"36216";"Eingriffe der Kategorie L6";"4408";"0";"";"";"20131001";"20190331";"20190625"
"36217";"Eingriffe der Kategorie L7";"4749";"0";"";"";"20131001";"20190331";"20190625"
"36217";"Eingriff der Kategorie L7";"4749";"0";"";"";"20190401";"99991231";"20190625"
"36218";"Zuschlag zu den Gebührenordnungspositionen 36211 bis 36217";"348";"0";"";"";"20131001";"99991231";"20131001"
"36221";"Eingriff der MKG-Chirurgie der Kategorie M1";"463";"0";"";"";"20131001";"99991231";"20131001"
"36222";"Eingriff der MKG-Chirurgie der Kategorie M2";"785";"0";"";"";"20131001";"99991231";"20131001"
"36223";"Eingriff der MKG-Chirurgie der Kategorie M3";"1273";"0";"";"";"20131001";"99991231";"20131001"
"36224";"Eingriff der MKG-Chirurgie der Kategorie M4";"2023";"0";"";"";"20131001";"99991231";"20131001"
"36225";"Eingriff der MKG-Chirurgie der Kategorie M5";"2795";"0";"";"";"20131001";"99991231";"20131001"
"36226";"Eingriff der MKG-Chirurgie der Kategorie M6";"4065";"0";"";"";"20131001";"99991231";"20131001"
"36227";"Eingriff der MKG-Chirurgie der Kategorie M7";"4378";"0";"";"";"20131001";"99991231";"20131001"
"36228";"Zuschlag zu den Gebührenordnungspositionen 36221 bis 36227";"308";"0";"";"";"20131001";"99991231";"20131001"
"36231";"Eingriff der HNO-Chirurgie der Kategorie N1";"509";"0";"";"";"20131001";"99991231";"20131001"
"36232";"Eingriff der HNO-Chirurgie der Kategorie N2";"877";"0";"";"";"20131001";"99991231";"20131001"
"36233";"Eingriff der HNO-Chirurgie der Kategorie N3";"1349";"0";"";"";"20131001";"99991231";"20131001"
"36234";"Eingriff der HNO-Chirurgie der Kategorie N4";"2134";"0";"";"";"20131001";"99991231";"20131001"
"36235";"Eingriff der HNO-Chirurgie der Kategorie N5";"3011";"0";"";"";"20131001";"99991231";"20131001"
"36236";"Eingriff der HNO-Chirurgie der Kategorie N6";"3994";"0";"";"";"20131001";"99991231";"20131001"
"36237";"Eingriff der HNO-Chirurgie der Kategorie N7";"4668";"0";"";"";"20131001";"99991231";"20131001"
"36238";"Zuschlag zu den Gebührenordnungspositionen 36231 bis 36237";"352";"0";"";"";"20131001";"99991231";"20131001"
"36241";"Peripherer neurochirurgischer Eingriff der Kategorie O1";"502";"0";"";"";"20131001";"99991231";"20131001"
"36242";"Peripherer neurochirurgischer Eingriff der Kategorie O2";"863";"0";"";"";"20131001";"99991231";"20131001"
"36243";"Peripherer neurochirurgischer Eingriff der Kategorie O3";"1305";"0";"";"";"20131001";"99991231";"20131001"
"36244";"Peripherer neurochirurgischer Eingriff der Kategorie O4";"2138";"0";"";"";"20131001";"99991231";"20131001"
"36245";"Peripherer neurochirurgischer Eingriff der Kategorie O5";"3101";"0";"";"";"20131001";"99991231";"20131001"
"36246";"Peripherer neurochirurgischer Eingriff der Kategorie O6";"4010";"0";"";"";"20131001";"99991231";"20131001"
"36247";"Peripherer neurochirurgischer Eingriff der Kategorie O7";"4336";"0";"";"";"20131001";"99991231";"20131001"
"36248";"Zuschlag zu den Gebührenordnungspositionen 36241 bis 36247";"345";"0";"";"";"20131001";"99991231";"20131001"
"36251";"Zentraler neurochirurgischer Eingriff der Kategorie P1";"801";"0";"";"";"20131001";"99991231";"20131001"
"36252";"Zentraler neurochirurgischer Eingriff der Kategorie P2";"1340";"0";"";"";"20131001";"99991231";"20131001"
"36253";"Zentraler neurochirurgischer Eingriff der Kategorie P3";"1765";"0";"";"";"20131001";"99991231";"20131001"
"36254";"Zentraler neurochirurgischer Eingriff der Kategorie P4";"2574";"0";"";"";"20131001";"99991231";"20131001"
"36255";"Zentraler neurochirurgischer Eingriff der Kategorie P5";"3460";"0";"";"";"20131001";"99991231";"20131001"
"36256";"Zentraler neurochirurgischer Eingriff der Kategorie P6";"4544";"0";"";"";"20131001";"99991231";"20131001"
"36257";"Zentraler neurochirurgischer Eingriff der Kategorie P7";"4887";"0";"";"";"20131001";"99991231";"20131001"
"36258";"Zuschlag zu den Gebührenordnungspositionen 36251 bis 36257";"419";"0";"";"";"20131001";"99991231";"20131001"
"36261";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP1";"1685";"0";"";"";"20131001";"99991231";"20131001"
"36262";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP2";"2113";"0";"";"";"20131001";"99991231";"20131001"
"36263";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP3";"2587";"0";"";"";"20131001";"99991231";"20131001"
"36264";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP4";"3570";"0";"";"";"20131001";"99991231";"20131001"
"36265";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP5";"4468";"0";"";"";"20131001";"99991231";"20131001"
"36266";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP6";"5432";"0";"";"";"20131001";"99991231";"20131001"
"36267";"Stereotaktischer neurochirurgischer Eingriff der Kategorie PP7";"5789";"0";"";"";"20131001";"99991231";"20131001"
"36268";"Zuschlag zu den Gebührenordnungspositionen 36261 bis 36267";"419";"0";"";"";"20131001";"99991231";"20131001"
"36271";"Urologischer Eingriff der Kategorie Q1";"525";"0";"";"";"20131001";"99991231";"20131001"
"36272";"Urologischer Eingriff der Kategorie Q2";"912";"0";"";"";"20131001";"99991231";"20131001"
"36273";"Urologischer Eingriff der Kategorie Q3";"1575";"0";"";"";"20131001";"99991231";"20131001"
"36274";"Urologischer Eingriff der Kategorie Q4";"2534";"0";"";"";"20131001";"99991231";"20131001"
"36275";"Urologischer Eingriff der Kategorie Q5";"3773";"0";"";"";"20131001";"99991231";"20131001"
"36276";"Urologischer Eingriff der Kategorie Q6";"5232";"0";"";"";"20131001";"99991231";"20131001"
"36277";"Urologischer Eingriff der Kategorie Q7";"5647";"0";"";"";"20131001";"99991231";"20131001"
"36278";"Zuschlag zu den Gebührenordnungspositionen 36271 bis 36277";"516";"0";"";"";"20131001";"99991231";"20131001"
"36281";"Endoskopischer urologischer Eingriff der Kategorie R1";"637";"0";"";"";"20131001";"99991231";"20131001"
"36282";"Endoskopischer urologischer Eingriff der Kategorie R2";"983";"0";"";"";"20131001";"99991231";"20131001"
"36283";"Endoskopischer urologischer Eingriff der Kategorie R3";"1425";"0";"";"";"20131001";"99991231";"20131001"
"36284";"Endoskopischer urologischer Eingriff der Kategorie R4";"2170";"0";"";"";"20131001";"99991231";"20131001"
"36285";"Endoskopischer urologischer Eingriff der Kategorie R5";"3515";"0";"";"";"20131001";"99991231";"20131001"
"36286";"Endoskopischer urologischer Eingriff der Kategorie R6";"5191";"0";"";"";"20131001";"99991231";"20131001"
"36287";"Endoskopischer urologischer Eingriff der Kategorie R7";"5591";"0";"";"";"20131001";"99991231";"20131001"
"36288";"Zuschlag zu den Gebührenordnungspositionen 36281 bis 36287";"345";"0";"";"";"20131001";"99991231";"20131001"
"36289";"Laserendoskopischer urologischer Eingriff der Kategorie RW3";"2108";"0";"EUR";"";"20160401";"99991231";"20160401"
"36290";"Zuschlag zu der Gebührenordnungsposition 36289";"364";"0";"EUR";"";"20160401";"99991231";"20160401"
"36291";"Urologischer Eingriff mit Bildwandler der Kategorie RR1";"637";"0";"";"";"20131001";"99991231";"20131001"
"36292";"Urologischer Eingriff mit Bildwandler der Kategorie RR2";"1174";"0";"";"";"20131001";"99991231";"20131001"
"36293";"Urologischer Eingriff mit Bildwandler der Kategorie RR3";"1689";"0";"";"";"20131001";"99991231";"20131001"
"36294";"Urologischer Eingriff mit Bildwandler der Kategorie RR4";"2635";"0";"";"";"20131001";"99991231";"20131001"
"36295";"Urologischer Eingriff mit Bildwandler der Kategorie RR5";"3522";"0";"";"";"20131001";"99991231";"20131001"
"36296";"Urologischer Eingriff mit Bildwandler der Kategorie RR6";"4938";"0";"";"";"20131001";"99991231";"20131001"
"36297";"Urologischer Eingriff mit Bildwandler der Kategorie RR7";"4885";"0";"";"";"20131001";"99991231";"20131001"
"36298";"Zuschlag zu den Gebührenordnungspositionen 36291 bis 36297";"396";"0";"";"";"20131001";"99991231";"20131001"
"36301";"Gynäkologischer Eingriff der Kategorie S1";"479";"0";"";"";"20131001";"99991231";"20131001"
"36302";"Gynäkologischer Eingriff der Kategorie S2";"797";"0";"";"";"20131001";"99991231";"20131001"
"36303";"Gynäkologischer Eingriff der Kategorie S3";"1379";"0";"";"";"20131001";"99991231";"20131001"
"36304";"Gynäkologischer Eingriff der Kategorie S4";"1979";"0";"";"";"20131001";"99991231";"20131001"
"36305";"Gynäkologischer Eingriff der Kategorie S5";"2859";"0";"";"";"20131001";"99991231";"20131001"
"36306";"Gynäkologischer Eingriff der Kategorie S6";"3796";"0";"";"";"20131001";"99991231";"20131001"
"36307";"Gynäkologischer Eingriff der Kategorie S7";"4350";"0";"";"";"20131001";"99991231";"20131001"
"36308";"Zuschlag zu den Gebührenordnungspositionen 36301 bis 36307";"283";"0";"";"";"20131001";"99991231";"20131001"
"36311";"Endoskopischer gynäkologischer Eingriff der Kategorie T1";"626";"0";"";"";"20131001";"99991231";"20131001"
"36312";"Endoskopischer gynäkologischer Eingriff der Kategorie T2";"1163";"0";"";"";"20131001";"99991231";"20131001"
"36313";"Endoskopischer gynäkologischer Eingriff der Kategorie T3";"1770";"0";"";"";"20131001";"99991231";"20131001"
"36314";"Endoskopischer gynäkologischer Eingriff der Kategorie T4";"2741";"0";"";"";"20131001";"99991231";"20131001"
"36315";"Endoskopischer gynäkologischer Eingriff der Kategorie T5";"3664";"0";"";"";"20131001";"99991231";"20131001"
"36316";"Endoskopischer gynäkologischer Eingriff der Kategorie T6";"4459";"0";"";"";"20131001";"99991231";"20131001"
"36317";"Endoskopischer gynäkologischer Eingriff der Kategorie T7";"4795";"0";"";"";"20131001";"99991231";"20131001"
"36318";"Zuschlag zu den Gebührenordnungspositionen 36311 bis 36317";"410";"0";"";"";"20131001";"99991231";"20131001"
"36321";"Extraocularer Eingriff der Kategorie U1";"488";"0";"";"";"20131001";"99991231";"20131001"
"36322";"Extraocularer Eingriff der Kategorie U2";"863";"0";"";"";"20131001";"99991231";"20131001"
"36323";"Extraocularer Eingriff der Kategorie U3";"1296";"0";"";"";"20131001";"99991231";"20131001"
"36324";"Extraocularer Eingriff der Kategorie U4";"1941";"0";"";"";"20131001";"99991231";"20131001"
"36325";"Extraocularer Eingriff der Kategorie U5";"2649";"0";"";"";"20131001";"99991231";"20131001"
"36326";"Extraocularer Eingriff der Kategorie U6";"3649";"0";"";"";"20131001";"99991231";"20131001"
"36327";"Extraocularer Eingriff der Kategorie U7";"4028";"0";"";"";"20131001";"99991231";"20131001"
"36328";"Zuschlag zu den Gebührenordnungspositionen Nrn. 36321 bis 36327";"299";"0";"";"";"20131001";"99991231";"20131001"
"36331";"Intraocularer Eingriff der Kategorie V1";"817";"0";"";"";"20131001";"99991231";"20131001"
"36332";"Intraocularer Eingriff der Kategorie V2";"1119";"0";"";"";"20131001";"99991231";"20131001"
"36333";"Intraocularer Eingriff der Kategorie V3";"1537";"0";"";"";"20131001";"99991231";"20131001"
"36334";"Intraocularer Eingriff der Kategorie V4";"2463";"0";"";"";"20131001";"99991231";"20131001"
"36335";"Intraocularer Eingriff der Kategorie V5";"3324";"0";"";"";"20131001";"99991231";"20131001"
"36336";"Intraocularer Eingriff der Kategorie V6";"4343";"0";"";"";"20131001";"99991231";"20131001"
"36337";"Intraocularer Eingriff der Kategorie V7";"4686";"0";"";"";"20131001";"99991231";"20131001"
"36338";"Zuschlag zu den Gebührenordnungspositionen nach Nrn. 36331 bis 36337";"380";"0";"";"";"20131001";"99991231";"20131001"
"36341";"Laserchirurgischer Eingriff der Kategorie W1";"410";"0";"";"";"20131001";"99991231";"20131001"
"36342";"Laserchirurgischer Eingriff der Kategorie W2";"674";"0";"";"";"20131001";"99991231";"20131001"
"36343";"Laserchirurgischer Eingriff der Kategorie W3";"921";"0";"";"";"20131001";"99991231";"20131001"
"36344";"Laserchirurgischer Eingriff der Kategorie W4";"1388";"0";"";"";"20131001";"99991231";"20131001"
"36345";"Laserchirurgischer Eingriff der Kategorie W5";"1917";"0";"";"";"20131001";"99991231";"20131001"
"36346";"Laserchirurgischer Eingriff der Kategorie W6";"2633";"0";"";"";"20131001";"99991231";"20131001"
"36347";"Laserchirurgischer Eingriff der Kategorie W7";"2843";"0";"";"";"20131001";"99991231";"20131001"
"36348";"Zuschlag zu den Gebührenordnungspositionen 36341 bis 36347";"244";"0";"";"";"20131001";"99991231";"20131001"
"36350";"Intraocularer Eingriff der Kategorie X1 (Phakoemulsifikation)";"1761";"0";"";"";"20131001";"99991231";"20131001"
"36351";"Intraocularer Eingriff der Kategorie X2 (Phakoemulsifikation)";"2136";"0";"";"";"20131001";"20200331";"20200518"
"36351";"Intraocularer Eingriff der Kategorie X2 (Phakoemulsifikation)";"1976";"0";"";"";"20200401";"99991231";"20200518"
"36358";"Zuschlag zu den Gebührenordnungspositionen 36350 und 36351";"380";"0";"";"";"20131001";"99991231";"20131001"
"36364";"Eingriff der Kategorie YY4: Hornhautvernetzung mit Riboflavin";"1784";"0";"";"";"20190401";"99991231";"20190625"
"36371";"Intraocularer Eingriff der Kategorie Z1 am rechten Auge";"772";"0";"EUR";"";"20141001";"20171231";"20180321"
"36371";"Intraocularer Eingriff der Kategorie Z1 am rechten Auge";"807";"0";"";"";"20180101";"20221231";"20220323"
"36372";"Intraocularer Eingriff der Kategorie Z1 am linken Auge";"807";"0";"";"";"20180101";"20221231";"20220323"
"36372";"Intraocularer Eingriff der Kategorie Z1 am linken Auge";"772";"0";"EUR";"";"20141001";"20171231";"20180321"
"36373";"Intraocularer Eingriff der Kategorie Z9 an beiden Augen";"1018";"0";"EUR";"";"20141001";"20171231";"20180321"
"36373";"Intraocularer Eingriff der Kategorie Z9 an beiden Augen";"1065";"0";"";"";"20180101";"20221231";"20220323"
"36401";"Zuschlag für die Anlage eines Systems zur Vakuumversiegelung";"64";"0";"";"";"20201001";"99991231";"20201023"
"36501";"Postoperative Überwachung 1";"16";"0";"";"";"20131001";"99991231";"20131001"
"36502";"Postoperative Überwachung 2";"30";"0";"";"";"20131001";"20200331";"20200518"
"36502";"Postoperative Überwachung 2";"29";"0";"";"";"20200401";"99991231";"20200518"
"36503";"Postoperative Überwachung 3";"58";"0";"";"";"20200401";"99991231";"20200518"
"36503";"Postoperative Überwachung 3";"60";"0";"";"";"20131001";"20200331";"20200518"
"36504";"Postoperative Überwachung 4";"87";"0";"";"";"20131001";"20200331";"20200518"
"36504";"Postoperative Überwachung 4";"80";"0";"";"";"20200401";"99991231";"20200518"
"36505";"Postoperative Überwachung 5";"113";"0";"";"";"20200401";"99991231";"20200518"
"36505";"Postoperative Überwachung 5";"120";"0";"";"";"20131001";"20200331";"20200518"
"36506";"Postoperative Überwachung 6";"173";"0";"";"";"20131001";"20200331";"20200518"
"36506";"Postoperative Überwachung 6";"161";"0";"";"";"20200401";"99991231";"20200518"
"36507";"Postoperative Überwachung 7";"214";"0";"";"";"20200401";"99991231";"20200518"
"36507";"Postoperative Überwachung 7";"228";"0";"";"";"20131001";"20200331";"20200518"
"36800";"Regionalanästhesie durch den Operateur";"244";"0";"";"";"20131001";"20200331";"20200518"
"36800";"Regionalanästhesie durch den Operateur";"256";"0";"";"";"20200401";"99991231";"20200518"
"36801";"Retrobulbäre und/oder parabulbäre und/oder peribulbäre Anästhesie";"105";"0";"";"";"20200401";"99991231";"20200518"
"36801";"Retrobulbäre und/oder parabulbäre und/oder peribulbäre Anästhesie";"99";"0";"";"";"20160701";"20200331";"20200518"
"36801";"Retrobulbäre und/oder parabulbäre und/oder peribulbäre Anästhesie";"99";"0";"";"";"20131001";"20160630";"20131001"
"36802";"Tumeszenzlokalanästhesie durch den Operateur";"1619";"0";"";"";"20200101";"99991231";"20200220"
"36820";"Leitungsanästhesie an der Schädelbasis";"145";"0";"";"";"20200401";"99991231";"20200518"
"36820";"Leitungsanästhesie an der Schädelbasis";"133";"0";"";"";"20131001";"20200331";"20200518"
"36821";"Anästhesie oder Kurznarkose 1";"575";"0";"";"";"20200401";"99991231";"20200518"
"36821";"Anästhesie oder Kurznarkose 1";"562";"0";"";"";"20131001";"20200331";"20200518"
"36822";"Anästhesie oder Narkose 2";"757";"0";"";"";"20131001";"20200331";"20200518"
"36822";"Anästhesie oder Narkose 2";"807";"0";"";"";"20200401";"99991231";"20200518"
"36823";"Anästhesie oder Narkose 3";"1045";"0";"";"";"20200401";"99991231";"20200518"
"36823";"Anästhesie oder Narkose 3";"949";"0";"";"";"20131001";"20200331";"20200518"
"36824";"Anästhesie oder Narkose 4";"1142";"0";"";"";"20131001";"20200331";"20200518"
"36824";"Anästhesie oder Narkose 4";"1280";"0";"";"";"20200401";"99991231";"20200518"
"36825";"Anästhesie oder Narkose 5";"1751";"0";"";"";"20200401";"99991231";"20200518"
"36825";"Anästhesie oder Narkose 5";"1528";"0";"";"";"20131001";"20200331";"20200518"
"36826";"Anästhesie oder Narkose 6";"1834";"0";"";"";"20131001";"20200331";"20200518"
"36826";"Anästhesie oder Narkose 6";"2126";"0";"";"";"20200401";"99991231";"20200518"
"36827";"Anästhesie oder Narkose 7";"2222";"0";"";"";"20200401";"99991231";"20200518"
"36827";"Anästhesie oder Narkose 7";"1913";"0";"";"";"20131001";"20200331";"20200518"
"36828";"Zuschlag zu den Anästhesieleistungen nach den Gebührenordnungspositionen 36821 bis 36827";"235";"0";"";"";"20200401";"99991231";"20200518"
"36828";"Zuschlag zu den Anästhesieleistungen nach den Gebührenordnungspositionen 36821 bis 36827";"191";"0";"";"";"20070401";"20200331";"20200518"
